,name,count,probability,cumulative_probability
1638,YBARRA,20013,0.0001348045496700542,0.1552417357849551
1637,BOLDEN,20015,0.00013481802136841727,0.1553765538063235
1636,KRUSE,20019,0.0001348449647651434,0.15551139877108866
1635,BASSETT,20032,0.00013493253080450337,0.15564633130189318
1634,CROCKER,20047,0.00013503356854222638,0.1557813648704354
1633,ROMO,20066,0.00013516154967667553,0.15591652642011208
1632,CUMMINS,20072,0.00013520196477176475,0.15605172838488385
1631,HOUSER,20078,0.00013524237986685395,0.1561869707647507
1629,SCHAFFER,20117,0.00013550507798493382,0.15632247584273562
1630,URBAN,20117,0.00013550507798493382,0.15645798092072055
1628,DEAL,20128,0.0001355791723259307,0.15659356009304648
1627,MCWILLIAMS,20135,0.00013562632327020143,0.15672918641631667
1626,SOUZA,20168,0.00013584860629319207,0.15686503502260987
1625,LANIER,20181,0.00013593617233255203,0.1570009711949424
1624,CAHILL,20181,0.00013593617233255203,0.15713690736727495
1623,FINN,20218,0.00013618539875226882,0.15727309276602722
1622,NORTH,20238,0.0001363201157358995,0.1574094128817631
1621,COULTER,20252,0.00013641441762444098,0.15754582729938754
1620,CARUSO,20257,0.00013644809687034866,0.1576822753962579
1619,CABALLERO,20270,0.00013653566290970862,0.15781881105916762
1618,HENLEY,20276,0.0001365760780047978,0.15795538713717241
1617,VOSS,20291,0.00013667711574252085,0.15809206425291494
1616,HAN,20318,0.00013685898367042228,0.15822892323658536
1615,MAURER,20333,0.0001369600214081453,0.1583658832579935
1614,SPIVEY,20349,0.00013706779499504985,0.15850295105298856
1613,RAINES,20373,0.0001372294553754067,0.15864018050836398
1612,METZGER,20386,0.00013731702141476663,0.15877749752977874
1610,HAGER,20422,0.00013755951198530188,0.15891505704176404
1611,SAMUELS,20422,0.00013755951198530188,0.15905261655374933
1609,JARRETT,20449,0.00013774137991320334,0.15919035793366254
1608,ASH,20500,0.0001380849082214616,0.159328442841884
1607,CORONADO,20503,0.0001381051157690062,0.159466547957653
1606,THACKER,20531,0.0001382937195460892,0.1596048416771991
1605,GOMES,20532,0.0001383004553952707,0.15974314213259436
1604,WINSTON,20537,0.00013833413464117838,0.15988147626723553
1603,GAGNON,20567,0.00013853621011662443,0.16002001247735215
1602,VELA,20569,0.0001385496818149875,0.16015856215916713
1601,KAUFFMAN,20576,0.00013859683275925822,0.1602971589919264
1600,STANFORD,20610,0.00013882585163143042,0.16043598484355784
1599,DELATORRE,20614,0.00013885279502815655,0.160574837638586
1598,DAHL,20616,0.00013886626672651964,0.1607137039053125
1597,DOSS,20623,0.00013891341767079037,0.16085261732298328
1596,MINER,20627,0.0001389403610675165,0.1609915576840508
1595,LOVELL,20628,0.00013894709691669805,0.1611305047809675
1594,TIDWELL,20681,0.0001393040969233194,0.1612698088778908
1593,LAND,20687,0.0001393445120184086,0.16140915338990922
1592,PAGAN,20702,0.0001394455497561316,0.16154859893966536
1591,MCGRAW,20704,0.00013945902145449468,0.16168805796111985
1590,HOYT,20707,0.00013947922900203928,0.16182753719012188
1589,HADLEY,20710,0.00013949943654958388,0.16196703662667147
1588,BLACKMON,20711,0.00013950617239876542,0.16210654279907025
1587,ARAGON,20723,0.00013958700258894383,0.1622461298016592
1586,CARLTON,20727,0.00013961394598566997,0.16238574374764486
1585,SEWELL,20736,0.0001396745686283038,0.16252541831627318
1584,FERRIS,20743,0.00013972171957257453,0.16266514003584576
1583,HURT,20753,0.00013978907806438989,0.16280492911391015
1582,IRVIN,20776,0.00013994400259556517,0.1629448731165057
1581,SHEETS,20786,0.00014001136108738053,0.1630848844775931
1580,ALONSO,20802,0.0001401191346742851,0.16322500361226738
1579,MADRID,20834,0.0001403346818480942,0.16336533829411548
1578,BUI,20852,0.0001404559271333618,0.16350579422124883
1577,DIAMOND,20860,0.00014050981392681408,0.16364630403517566
1576,DUKES,20870,0.00014057717241862944,0.1637868812075943
1575,WADDELL,20885,0.00014067821015635245,0.16392755941775064
1574,COTE,20894,0.00014073883279898627,0.16406829825054964
1573,GREENBERG,20908,0.00014083313468752777,0.16420913138523716
1572,REDMOND,20919,0.00014090722902852465,0.16435003861426567
1571,LATHAM,20935,0.0001410150026154292,0.1644910536168811
1570,SADLER,20939,0.00014104194601215534,0.16463209556289327
1569,STILES,20957,0.00014116319129742297,0.1647732587541907
1568,THORPE,20960,0.00014118339884496757,0.16491444215303566
1567,CASTELLANOS,20985,0.00014135179507450594,0.16505579394811018
1566,SHERWOOD,20998,0.00014143936111386587,0.16519723330922403
1565,CORNELL,21060,0.00014185698376312103,0.16533909029298716
1564,OHARA,21068,0.0001419108705565733,0.16548100116354372
1563,PEACOCK,21106,0.00014216683282547164,0.1656231679963692
1562,BROWNE,21109,0.00014218704037301624,0.16576535503674222
1561,MONTANO,21110,0.00014219377622219778,0.16590754881296443
1560,HANKINS,21138,0.00014238237999928075,0.1660499311929637
1559,GALLO,21149,0.00014245647434027762,0.166192387667304
1558,CHACON,21153,0.00014248341773700376,0.166334871085041
1557,RENTERIA,21159,0.00014252383283209298,0.16647739491787308
1556,WILLARD,21183,0.0001426854932124498,0.16662008041108553
1555,SNELL,21192,0.00014274611585508363,0.1667628265269406
1554,GARY,21213,0.00014288756868789586,0.1669057140956285
1553,ARRINGTON,21216,0.00014290777623544046,0.16704862187186392
1552,GOODE,21226,0.0001429751347272558,0.16719159700659117
1551,HINOJOSA,21228,0.00014298860642561888,0.16733458561301678
1550,DO,21230,0.00014300207812398193,0.16747758769114077
1549,GUILLEN,21257,0.00014318394605188339,0.16762077163719266
1547,KILGORE,21264,0.00014323109699615412,0.16776400273418882
1548,MEADE,21264,0.00014323109699615412,0.16790723383118497
1546,DUGAN,21267,0.00014325130454369872,0.16805048513572868
1545,HOANG,21269,0.0001432647762420618,0.16819374991197075
1544,ZEPEDA,21305,0.00014350726681259705,0.16833725717878334
1543,COLBERT,21306,0.0001435140026617786,0.1684807711814451
1542,WOLFF,21321,0.0001436150403995016,0.1686243862218446
1541,MCDONOUGH,21340,0.00014374302153395075,0.16876812924337856
1540,JACOB,21354,0.00014383732342249225,0.16891196656680105
1539,HEALY,21407,0.0001441943234291136,0.16905616089023015
1538,MICHEL,21487,0.00014473319136363636,0.16920089408159378
1537,HUGGINS,21499,0.00014481402155381478,0.16934570810314759
1536,PIPER,21526,0.0001449958894817162,0.1694907039926293
1535,BRAGG,21540,0.0001450901913702577,0.16963579418399957
1534,VICKERS,21544,0.00014511713476698384,0.16978091131876655
1533,LINK,21553,0.00014517775740961766,0.16992608907617618
1532,STEWARD,21558,0.0001452114366555253,0.1700713005128317
1531,WINN,21566,0.00014526532344897762,0.17021656583628067
1530,TAN,21567,0.00014527205929815913,0.17036183789557882
1529,ENGEL,21567,0.00014527205929815913,0.17050710995487697
1528,BUNCH,21574,0.0001453192102424299,0.1706524291651194
1527,KRAFT,21579,0.00014535288948833755,0.17079778205460774
1526,KOENIG,21606,0.000145534757416239,0.170943316812024
1525,RAMEY,21618,0.00014561558760641742,0.1710889323996304
1524,REGAN,21624,0.0001456560027015066,0.1712345884023319
1523,DAVISON,21627,0.0001456762102490512,0.17138026461258096
1522,COATES,21652,0.00014584460647858958,0.17152610921905956
1521,CARTWRIGHT,21654,0.00014585807817695266,0.17167196729723652
1520,SHERIDAN,21668,0.00014595238006549413,0.171817919677302
1519,NORWOOD,21678,0.0001460197385573095,0.1719639394158593
1518,AGUILERA,21685,0.00014606688950158023,0.17211000630536089
1517,BLOCK,21686,0.00014607362535076177,0.17225607993071165
1516,PURCELL,21696,0.0001461409838425771,0.17240222091455423
1515,BOWER,21705,0.00014620160648521092,0.17254842252103944
1514,SIEGEL,21725,0.0001463363234688416,0.17269475884450827
1513,PAINTER,21725,0.0001463363234688416,0.1728410951679771
1512,MCGHEE,21727,0.0001463497951672047,0.1729874449631443
1511,WESLEY,21734,0.00014639694611147543,0.1731338419092558
1510,LILLY,21742,0.0001464508329049277,0.17328029274216072
1509,GRIMM,21757,0.00014655187064265072,0.1734268446128034
1508,BILLINGS,21764,0.00014659902158692148,0.1735734436343903
1507,BABCOCK,21769,0.00014663270083282914,0.17372007633522313
1506,TEMPLE,21771,0.00014664617253119222,0.1738667225077543
1505,DUNHAM,21772,0.00014665290838037376,0.17401337541613468
1504,WINKLER,21783,0.00014672700272137063,0.17416010241885604
1503,GEIGER,21785,0.00014674047441973372,0.17430684289327578
1502,ARREDONDO,21785,0.00014674047441973372,0.1744535833676955
1501,ESCOBEDO,21790,0.00014677415366564137,0.17460035752136116
1500,KAUR,21825,0.0001470099083869951,0.17474736742974817
1499,DODGE,21833,0.00014706379518044738,0.17489443122492862
1498,AMES,21855,0.00014721198386244113,0.17504164320879106
1497,GOINS,21872,0.00014732649329852722,0.17518896970208958
1496,MILLIGAN,21887,0.00014742753103625023,0.17533639723312583
1495,OLEARY,21904,0.00014754204047233633,0.17548393927359818
1494,COLVIN,21908,0.00014756898386906247,0.17563150825746723
1493,MEAD,21919,0.00014764307821005937,0.17577915133567729
1492,BOSWELL,21927,0.00014769696500351165,0.1759268483006808
1491,DICK,21933,0.00014773738009860084,0.1760745856807794
1490,HAMMER,21947,0.00014783168198714234,0.17622241736276656
1489,DANG,21953,0.00014787209708223153,0.17637028945984878
1488,SILVER,21956,0.00014789230462977613,0.17651818176447856
1487,BEAVER,21963,0.0001479394555740469,0.1766661212200526
1486,GROVE,21969,0.00014797987066913609,0.17681410109072174
1485,CLIFFORD,21974,0.00014801354991504377,0.17696211464063677
1484,LUDWIG,21994,0.00014814826689867446,0.17711026290753545
1483,WHALEY,22000,0.00014818868199376368,0.17725845158952921
1482,OTTO,22001,0.0001481954178429452,0.17740664700737216
1481,GABRIEL,22013,0.0001482762480331236,0.17755492325540528
1480,HAND,22034,0.00014841770086593584,0.17770334095627122
1479,GODWIN,22062,0.0001486063046430188,0.17785194726091424
1478,ROSADO,22066,0.00014863324803974495,0.17800058050895398
1477,BUTCHER,22077,0.00014870734238074185,0.17814928785133471
1476,SWAN,22082,0.0001487410216266495,0.17829802887296137
1475,GUNN,22120,0.00014899698389554783,0.17844702585685693
1474,ERWIN,22120,0.00014899698389554783,0.1785960228407525
1473,FORREST,22124,0.00014902392729227397,0.17874504676804476
1472,AMAYA,22149,0.00014919232352181234,0.17889423909156657
1471,ALDRIDGE,22160,0.00014926641786280922,0.17904350550942938
1470,STAHL,22163,0.00014928662541035382,0.17919279213483974
1469,CONNELL,22183,0.0001494213423939845,0.17934221347723373
1468,HEARD,22211,0.0001496099461710675,0.1794918234234048
1467,HURTADO,22247,0.00014985243674160275,0.1796416758601464
1466,LACY,22250,0.00014987264428914735,0.17979154850443554
1465,SPRAGUE,22283,0.000150094927312138,0.17994164343174768
1464,FERREIRA,22320,0.00015034415373185478,0.18009198758547953
1463,SAUCEDO,22357,0.00015059338015157157,0.18024258096563112
1462,YEAGER,22374,0.00015070788958765764,0.18039328885521877
1461,RAINEY,22397,0.00015086281411883296,0.1805441516693376
1460,BLUE,22422,0.00015103121034837133,0.18069518287968597
1459,GALLARDO,22435,0.00015111877638773126,0.1808463016560737
1458,DUBOIS,22455,0.00015125349337136195,0.18099755514944507
1457,EGAN,22491,0.00015149598394189722,0.18114905113338697
1456,STRATTON,22498,0.00015154313488616796,0.18130059426827314
1455,MAHER,22503,0.00015157681413207564,0.18145217108240522
1454,NEFF,22509,0.00015161722922716483,0.18160378831163237
1453,BAEZ,22512,0.00015163743677470943,0.18175542574840708
1452,BULLARD,22539,0.00015181930470261088,0.1819072450531097
1451,IVEY,22552,0.00015190687074197084,0.18205915192385166
1450,DREW,22555,0.00015192707828951544,0.18221107900214117
1449,THURMAN,22564,0.00015198770093214926,0.1823630667030733
1448,HINKLE,22581,0.00015210221036823533,0.18251516891344155
1447,BIGGS,22634,0.00015245921037485667,0.1826676281238164
1446,COKER,22636,0.00015247268207321975,0.18282010080588962
1445,ESPOSITO,22651,0.00015257371981094276,0.18297267452570057
1444,SEGURA,22689,0.0001528296820798411,0.1831255042077804
1443,TOLBERT,22720,0.00015303849340446866,0.18327854270118488
1442,CONNELLY,22747,0.00015322036133237008,0.18343176306251724
1441,SWENSON,22762,0.00015332139907009312,0.18358508446158733
1440,ROSEN,22763,0.00015332813491927467,0.1837384125965066
1439,PAYTON,22773,0.00015339549341109,0.1838918080899177
1438,DOOLEY,22798,0.00015356388964062837,0.18404537197955834
1437,NEWSOME,22803,0.00015359756888653605,0.18419896954844486
1436,NIX,22814,0.00015367166322753292,0.18435264121167239
1435,AMOS,22817,0.00015369187077507752,0.18450633308244746
1434,JEFFRIES,22839,0.0001538400594570713,0.18466017314190453
1433,CROCKETT,22850,0.00015391415379806817,0.1848140872957026
1432,POE,22865,0.00015401519153579118,0.18496810248723838
1431,STEINER,22874,0.000154075814178425,0.1851221783014168
1430,NANCE,22900,0.00015425094625714491,0.18527642924767396
1429,MCMANUS,22903,0.0001542711538046895,0.18543070040147866
1428,PHIPPS,22919,0.00015437892739159407,0.18558507932887025
1427,PEREIRA,22921,0.00015439239908995715,0.1857394717279602
1426,BARRIOS,22941,0.00015452711607358784,0.1858939988440338
1425,SELF,22954,0.00015461468211294777,0.18604861352614674
1424,RUBIN,22969,0.0001547157198506708,0.18620332924599742
1423,LU,22977,0.0001547696066441231,0.18635809885264154
1422,SCHMITZ,22984,0.00015481675758839382,0.18651291561022992
1421,LY,22990,0.00015485717268348304,0.1866677727829134
1420,KIMBALL,22990,0.00015485717268348304,0.1868226299555969
1419,POLLOCK,22994,0.00015488411608020918,0.18697751407167712
1418,CHAPPELL,23001,0.00015493126702447992,0.1871324453387016
1417,LARKIN,23004,0.00015495147457202451,0.18728739681327364
1416,DEVINE,23016,0.00015503230476220293,0.18744242911803585
1415,CROW,23031,0.00015513334249992594,0.18759756246053577
1414,VALLE,23039,0.00015518722929337825,0.18775274968982916
1413,BURRELL,23048,0.00015524785193601204,0.18790799754176518
1412,DRISCOLL,23063,0.00015534888967373508,0.1880633464314389
1411,MASTERS,23106,0.00015563853118854106,0.18821898496262746
1410,VELASCO,23114,0.00015569241798199334,0.18837467738060945
1409,MCKINLEY,23124,0.0001557597764738087,0.18853043715708326
1408,CORDERO,23127,0.0001557799840213533,0.18868621714110462
1407,DALEY,23132,0.00015581366326726097,0.18884203080437187
1406,JEWELL,23143,0.00015588775760825785,0.18899791856198012
1405,POST,23155,0.00015596858779843626,0.18915388714977854
1404,BOWLES,23157,0.00015598205949679932,0.18930986920927534
1403,CREWS,23167,0.00015604941798861468,0.18946591862726395
1402,HAGEN,23175,0.00015610330478206695,0.18962202193204603
1401,KAY,23189,0.00015619760667060845,0.18977821953871662
1400,FELDMAN,23195,0.00015623802176569765,0.18993445756048233
1399,REECE,23216,0.00015637947459850988,0.19009083703508084
1398,LORD,23221,0.00015641315384441756,0.19024725018892527
1397,CLEMENT,23233,0.00015649398403459598,0.19040374417295985
1396,DRAPER,23242,0.0001565546066772298,0.1905602987796371
1395,HOLLINGSWORTH,23294,0.0001569048708346696,0.19071720365047176
1394,TATUM,23300,0.0001569452859297588,0.19087414893640153
1392,HORNER,23308,0.00015699917272321107,0.19103114810912475
1393,NEELY,23308,0.00015699917272321107,0.19118814728184796
1391,HOLBROOK,23317,0.00015705979536584488,0.1913452070772138
1390,HOSKINS,23358,0.0001573359651822878,0.19150254304239608
1389,CONKLIN,23371,0.00015742353122164777,0.19165996657361772
1388,HUTCHISON,23391,0.00015755824820527846,0.19181752482182302
1387,DICKEY,23401,0.0001576256066970938,0.19197515042852012
1386,CROWDER,23409,0.00015767949349054607,0.19213282992201067
1385,INMAN,23460,0.00015802302179880435,0.19229085294380946
1384,TOMPKINS,23468,0.00015807690859225663,0.19244892985240172
1383,SANDERSON,23469,0.00015808364444143817,0.19260701349684317
1382,KURTZ,23488,0.00015821162557588732,0.19276522512241906
1380,BUTTS,23540,0.00015856188973332712,0.19292378701215238
1381,METCALF,23540,0.00015856188973332712,0.1930823489018857
1379,KANG,23565,0.0001587302859628655,0.19324107918784855
1378,PIERRE,23575,0.00015879764445468083,0.19339987683230322
1377,PRITCHARD,23606,0.00015900645577930842,0.19355888328808254
1376,WHALEN,23642,0.00015924894634984367,0.19371813223443238
1375,BUCKNER,23645,0.00015926915389738826,0.19387740138832976
1374,BLANTON,23665,0.00015940387088101896,0.19403680525921077
1373,SCHULZ,23676,0.00015947796522201586,0.19419628322443278
1372,BOWDEN,23677,0.00015948470107119737,0.19435576792550396
1371,SWIFT,23685,0.00015953858786464965,0.19451530651336862
1370,TEAGUE,23731,0.00015984843692700025,0.19467515495029564
1369,TOVAR,23743,0.00015992926711717867,0.1948350842174128
1368,GRIGGS,23756,0.00016001683315653863,0.19499510105056933
1367,GUNTER,23775,0.00016014481429098778,0.19515524586486033
1366,ROBISON,23785,0.00016021217278280314,0.19531545803764314
1365,SCHAFER,23804,0.0001603401539172523,0.19547579819156038
1364,CARDONA,23806,0.00016035362561561537,0.195636151817176
1363,GIVENS,23823,0.00016046813505170144,0.1957966199522277
1362,GEE,23826,0.00016048834259924606,0.19595710829482693
1361,BLOOM,23879,0.0001608453426058674,0.1961179536374328
1360,ZAPATA,23900,0.0001609867954386796,0.1962789404328715
1359,MCCAULEY,23926,0.00016116192751739953,0.1964401023603889
1358,BATTLE,23934,0.0001612158143108518,0.19660131817469975
1357,MEREDITH,23937,0.0001612360218583964,0.19676255419655814
1356,STROUD,23946,0.00016129664450103022,0.19692385084105918
1355,ELKINS,23953,0.00016134379544530095,0.19708519463650448
1354,NGO,23980,0.0001615256633732024,0.1972467202998777
1353,LUND,24001,0.00016166711620601461,0.1974083874160837
1352,PORTILLO,24008,0.00016171426715028538,0.197570101683234
1351,HONG,24017,0.0001617748897929192,0.1977318765730269
1350,FUNK,24032,0.0001618759275306422,0.19789375250055755
1349,YARBROUGH,24063,0.00016208473885526977,0.1980558372394128
1348,MCELROY,24064,0.00016209147470445132,0.19821792871411725
1347,GOLDMAN,24086,0.0001622396633864451,0.1983801683775037
1346,QUICK,24095,0.00016230028602907888,0.19854246866353276
1345,ALFARO,24108,0.00016238785206843884,0.19870485651560119
1344,TOMLINSON,24110,0.00016240132376680192,0.19886725783936798
1343,SMART,24114,0.00016242826716352806,0.19902968610653152
1342,WALDEN,24122,0.00016248215395698034,0.1991921682604885
1341,CROUCH,24146,0.00016264381433733717,0.19935481207482583
1340,THOMSON,24174,0.00016283241811442014,0.19951764449294027
1339,MUNIZ,24203,0.00016302775774068465,0.19968067225068095
1338,EDMONDS,24210,0.00016307490868495538,0.1998437471593659
1337,SWAIN,24220,0.00016314226717677072,0.20000688942654266
1336,MANUEL,24227,0.00016318941812104148,0.2001700788446637
1335,GROVES,24260,0.00016341170114403213,0.20033349054580774
1334,LESLIE,24266,0.00016345211623912132,0.20049694266204685
1333,GREENWOOD,24301,0.00016368787096047505,0.2006606305330073
1332,STERLING,24314,0.00016377543699983498,0.20082440597000714
1331,BINGHAM,24327,0.00016386300303919494,0.20098826897304634
1330,CARRASCO,24343,0.0001639707766260995,0.20115223974967245
1329,AKERS,24353,0.00016403813511791485,0.20131627788479037
1328,FIELD,24374,0.0001641795879507271,0.2014804574727411
1327,CHU,24381,0.00016422673889499782,0.2016446842116361
1326,SEYMOUR,24427,0.0001645365879573484,0.20180922079959343
1325,GORE,24449,0.00016468477663934218,0.20197390557623277
1324,BECERRA,24468,0.00016481275777379133,0.20213871833400657
1323,CHILDRESS,24485,0.00016492726720987742,0.20230364560121644
1322,LOWRY,24506,0.00016506872004268966,0.20246871432125912
1321,ELDRIDGE,24510,0.0001650956634394158,0.20263380998469854
1320,ERVIN,24511,0.00016510239928859734,0.20279891238398715
1319,CLIFTON,24523,0.00016518322947877575,0.20296409561346593
1318,VERA,24553,0.00016538530495422178,0.20312948091842015
1317,VINSON,24557,0.00016541224835094791,0.2032948931667711
1316,CURRAN,24559,0.000165425720049311,0.20346031888682042
1315,BACA,24572,0.00016551328608867095,0.20362583217290908
1314,SCHUMACHER,24573,0.0001655200219378525,0.20379135219484693
1313,FISH,24612,0.00016578272005593234,0.20395713491490286
1312,STOVER,24613,0.00016578945590511388,0.20412292437080798
1311,FRASER,24616,0.00016580966345265848,0.20428873403426065
1310,STERN,24618,0.00016582313515102153,0.20445455716941166
1309,HELTON,24624,0.00016586355024611075,0.20462042071965778
1308,PLUMMER,24665,0.00016613972006255368,0.20478656043972032
1307,WESTON,24679,0.00016623402195109515,0.20495279446167142
1306,ROE,24699,0.00016636873893472584,0.20511916320060614
1305,SHAPIRO,24712,0.0001664563049740858,0.20528561950558022
1304,PERALTA,24713,0.00016646304082326734,0.20545208254640349
1303,COFFMAN,24733,0.00016659775780689803,0.20561868030421038
1302,TIPTON,24767,0.00016682677667907022,0.20578550708088944
1301,MAYES,24853,0.00016740605970868222,0.20595291314059813
1300,PADGETT,24854,0.00016741279555786373,0.206120325936156
1299,ACKERMAN,24862,0.000167466682351316,0.20628779261850733
1298,DUNBAR,24871,0.00016752730499394982,0.20645531992350127
1297,MEIER,24886,0.00016762834273167284,0.20662294826623295
1296,ALBRIGHT,24942,0.0001680055502858388,0.2067909538165188
1295,VO,24956,0.00016809985217438027,0.2069590536686932
1294,ABRAMS,24961,0.00016813353142028795,0.20712718720011347
1293,MCCLELLAN,24986,0.00016830192764982633,0.2072954891277633
1292,GLEASON,25007,0.00016844338048263856,0.20746393250824594
1291,ROUSE,25022,0.00016854441822036157,0.2076324769264663
1290,LOTT,25118,0.0001691910597417889,0.20780166798620808
1289,GRADY,25121,0.0001692112672893335,0.20797087925349741
1288,ZIEGLER,25138,0.0001693257767254196,0.20814020503022285
1287,MANLEY,25159,0.00016946722955823182,0.2083096722597811
1286,RUCKER,25160,0.00016947396540741336,0.2084791462251885
1285,BLAND,25219,0.0001698713805091239,0.20864901760569762
1284,HERBERT,25224,0.00016990505975503158,0.20881892266545266
1283,HARDEN,25241,0.00017001956919111767,0.20898894223464376
1282,BEATTY,25245,0.0001700465125878438,0.2091589887472316
1281,CLEMONS,25265,0.0001701812295714745,0.20932916997680306
1280,SIMONS,25266,0.00017018796542065605,0.2094993579422237
1279,ROSENBERG,25271,0.0001702216446665637,0.20966957958689028
1278,ELMORE,25280,0.00017028226730919752,0.20983986185419948
1277,MCCRAY,25300,0.0001704169842928282,0.2100102788384923
1276,CHO,25305,0.0001704506635387359,0.21018072950203104
1275,SWARTZ,25307,0.00017046413523709897,0.21035119363726815
1274,EMERY,25338,0.00017067294656172654,0.21052186658382988
1273,HELLER,25371,0.0001708952295847172,0.2106927618134146
1272,SALDANA,25386,0.0001709962673224402,0.21086375808073704
1271,COVINGTON,25403,0.0001711107767585263,0.21103486885749556
1270,WORLEY,25407,0.00017113772015525243,0.21120600657765082
1269,POLK,25438,0.00017134653147988,0.2113773531091307
1268,TANG,25446,0.00017140041827333228,0.21154875352740402
1267,DEWITT,25448,0.00017141388997169536,0.2117201674173757
1266,GREGG,25457,0.00017147451261432918,0.21189164192999002
1265,GOSS,25464,0.0001715216635585999,0.21206316359354863
1264,OTT,25492,0.00017171026733568288,0.2122348738608843
1263,SHAFER,25498,0.0001717506824307721,0.21240662454331508
1262,ROSSI,25512,0.00017184498431931357,0.2125784695276344
1261,HATCH,25564,0.00017219524847675337,0.21275066477611115
1260,SINGER,25599,0.0001724310031981071,0.21292309577930926
1259,BRANDON,25600,0.00017243773904728862,0.21309553351835656
1258,LAU,25624,0.00017259939942764548,0.2132681329177842
1257,WOODRUFF,25626,0.00017261287112600853,0.21344074578891023
1256,HUTCHINS,25633,0.00017266002207027927,0.2136134058109805
1255,BURT,25649,0.00017276779565718382,0.2137861736066377
1254,CHIN,25673,0.00017292945603754065,0.21395910306267524
1253,STINSON,25694,0.0001730709088703529,0.2141321739715456
1252,CORBIN,25696,0.00017308438056871597,0.2143052583521143
1251,CORBETT,25722,0.00017325951264743586,0.21447851786476174
1250,GARLAND,25725,0.00017327972019498048,0.21465179758495673
1249,ABRAHAM,25729,0.00017330666359170662,0.21482510424854842
1248,BROUSSARD,25735,0.00017334707868679581,0.21499845132723522
1247,HERRON,25776,0.00017362324850323874,0.21517207457573845
1246,VU,25828,0.00017397351266067854,0.21534604808839913
1245,AVALOS,25875,0.0001742900975722107,0.21552033818597136
1244,MCNAMARA,25896,0.0001744315504050229,0.21569476973637638
1243,CRABTREE,25929,0.00017465383342801354,0.2158694235698044
1242,BOWLING,25938,0.00017471445607064736,0.21604413802587505
1241,BURRIS,25998,0.00017511860702153944,0.2162192566328966
1240,RUTLEDGE,26010,0.00017519943721171785,0.21639445607010832
1239,CASSIDY,26011,0.0001752061730608994,0.21656966224316923
1238,SINCLAIR,26014,0.000175226380608444,0.21674488862377767
1237,CHENG,26023,0.0001752870032510778,0.21692017562702876
1236,MAGEE,26031,0.0001753408900445301,0.2170955165170733
1235,WHITLEY,26078,0.00017565747495606223,0.21727117399202936
1234,PIKE,26086,0.0001757113617495145,0.21744688535377887
1233,SLAUGHTER,26088,0.00017572483344787757,0.21762261018722676
1232,SHEEHAN,26107,0.00017585281458232672,0.21779846300180908
1231,BURKS,26115,0.00017590670137577902,0.21797436970318484
1230,COUCH,26135,0.00017604141835940971,0.21815041112154426
1229,DICKINSON,26144,0.0001761020410020435,0.2183265131625463
1228,KIRKPATRICK,26155,0.0001761761353430404,0.21850268929788935
1227,WEBBER,26178,0.0001763310598742157,0.21867902035776357
1226,SIERRA,26181,0.0001763512674217603,0.21885537162518534
1225,MCKENNA,26189,0.00017640515421521257,0.21903177677940056
1224,DOWNEY,26206,0.00017651966365129867,0.21920829644305184
1223,VIGIL,26224,0.0001766409089365663,0.2193849373519884
1222,BOYCE,26229,0.00017667458818247395,0.21956161194017088
1221,KENDRICK,26266,0.00017692381460219074,0.21973853575477306
1220,SIMMS,26296,0.0001771258900776368,0.2199156616448507
1219,ESQUIVEL,26301,0.00017715956932354447,0.22009282121417426
1218,XIONG,26336,0.00017739532404489818,0.22027021653821915
1217,MCGILL,26354,0.00017751656933016582,0.2204477331075493
1216,RODRIQUEZ,26377,0.0001776714938613411,0.22062540460141064
1215,HAMM,26392,0.00017777253159906412,0.2208031771330097
1214,DEMPSEY,26403,0.00017784662594006102,0.22098102375894976
1213,SYKES,26425,0.00017799481462205477,0.22115901857357181
1212,GUSTAFSON,26433,0.00017804870141550704,0.2213370672749873
1211,NAVA,26463,0.0001782507768909531,0.22151531805187827
1210,JAMISON,26476,0.00017833834293031305,0.2216936563948086
1209,LOCKE,26516,0.00017860777689757444,0.22187226417170616
1208,MADISON,26548,0.00017882332407138354,0.22205108749577754
1207,LANGLEY,26560,0.00017890415426156196,0.2222299916500391
1206,MCGINNIS,26578,0.00017902539954682957,0.22240901704958593
1205,AHMED,26607,0.00017922073917309408,0.22258823778875902
1204,NICHOLAS,26628,0.0001793621920059063,0.22276759998076492
1203,RODRIGUES,26652,0.00017952385238626314,0.22294712383315118
1202,PARRA,26654,0.00017953732408462623,0.2231266611572358
1201,COURTNEY,26668,0.0001796316259731677,0.223306292783209
1200,SORENSEN,26705,0.00017988085239288449,0.22348617363560186
1199,GRACE,26727,0.00018002904107487826,0.22366620267667675
1198,GALINDO,26730,0.00018004924862242286,0.22384625192529917
1197,MULLER,26744,0.00018014355051096436,0.22402639547581013
1196,DWYER,26759,0.00018024458824868737,0.22420664006405883
1195,VENTURA,26769,0.0001803119467405027,0.22438695201079933
1194,LOCKHART,26844,0.00018081713542911782,0.22456776914622845
1193,WOMACK,26890,0.00018112698449146842,0.2247488961307199
1192,PHAN,26903,0.00018121455053082835,0.22493011068125074
1191,HOPPER,26956,0.0001815715505374497,0.22511168223178818
1190,DOHERTY,26978,0.00018171973921944347,0.2252934019710076
1189,SARGENT,27024,0.00018202958828179408,0.2254754315592894
1188,PRYOR,27065,0.00018230575809823697,0.22565773731738764
