,name,count,probability,cumulative_probability
2500,NEWBERRY,13233,8.913549221924885e-05,0.06097777007436134
2499,HIGH,13236,8.915569976679346e-05,0.06106692577412813
2498,BREEN,13237,8.916243561597498e-05,0.06115608820974411
2497,CHAU,13238,8.916917146515653e-05,0.06124525738120926
2496,ELLER,13243,8.920285071106419e-05,0.06133446023192033
2495,MORRISSEY,13244,8.920958656024573e-05,0.061423669818480575
2494,ZARAGOZA,13245,8.921632240942726e-05,0.061512886140890004
2493,DOWDY,13249,8.92432658061534e-05,0.061602129406696154
2492,CORRAL,13252,8.926347335369801e-05,0.06169139288004985
2491,SEAMAN,13260,8.931736014715029e-05,0.061780710240197004
2490,TIERNEY,13262,8.933083184551336e-05,0.06187004107204252
2489,GANT,13268,8.937124694060256e-05,0.06195941231898312
2488,EPSTEIN,13269,8.937798278978409e-05,0.062048790301772905
2487,LAWTON,13272,8.93981903373287e-05,0.06213818849211023
2486,FORRESTER,13276,8.942513373405484e-05,0.06222761362584429
2485,DOWD,13279,8.944534128159944e-05,0.06231705896712589
2484,HARP,13295,8.955311486850399e-05,0.06240661208199439
2483,CHRISTY,13295,8.955311486850399e-05,0.06249616519686289
2482,TEMPLETON,13299,8.958005826523013e-05,0.06258574525512813
2481,SALMON,13328,8.977539789149464e-05,0.06267552065301962
2480,CALLAWAY,13354,8.995052997021454e-05,0.06276547118298983
2479,FERRARA,13357,8.997073751775915e-05,0.0628554419205076
2478,SAAVEDRA,13358,8.997747336694068e-05,0.06294541939387453
2477,LOVELACE,13359,8.998420921612222e-05,0.06303540360309065
2476,OH,13366,9.003136016039296e-05,0.06312543496325104
2475,BOCK,13369,9.005156770793757e-05,0.06321548653095899
2474,CHAPA,13370,9.00583035571191e-05,0.0633055448345161
2473,LINDER,13375,9.009198280302677e-05,0.06339563681731912
2472,WEATHERS,13376,9.009871865220832e-05,0.06348573553597132
2471,BRASWELL,13383,9.014586959647905e-05,0.0635758814055678
2470,WHIPPLE,13387,9.017281299320519e-05,0.063666054218561
2469,SHERRILL,13389,9.018628469156826e-05,0.06375624050325257
2468,CHASTAIN,13403,9.028058658010974e-05,0.06384652108983269
2467,DIGGS,13405,9.029405827847281e-05,0.06393681514811116
2466,CARRIER,13413,9.034794507192509e-05,0.06402716309318308
2465,DONOHUE,13416,9.03681526194697e-05,0.06411753124580255
2464,MERCHANT,13421,9.040183186537737e-05,0.06420793307766792
2463,LOYD,13422,9.040856771455891e-05,0.06429834164538248
2462,BARRAZA,13430,9.046245450801119e-05,0.06438880409989049
2461,BARBOSA,13433,9.048266205555578e-05,0.06447928676194604
2460,STOREY,13450,9.059717149164188e-05,0.06456988393343768
2459,ROBB,13455,9.063085073754956e-05,0.06466051478417523
2458,HARMS,13468,9.07184167769095e-05,0.06475123320095214
2457,PARROTT,13473,9.075209602281718e-05,0.06484198529697495
2456,SEAY,13492,9.088007715726633e-05,0.06493286537413222
2455,GOETZ,13495,9.090028470481094e-05,0.06502376565883702
2454,OUELLETTE,13498,9.092049225235554e-05,0.06511468615108938
2453,COBURN,13514,9.102826583926011e-05,0.06520571441692864
2452,GAVIN,13515,9.103500168844163e-05,0.06529674941861709
2451,ALMEIDA,13523,9.108888848189391e-05,0.06538783830709897
2450,MOYA,13526,9.110909602943852e-05,0.06547894740312842
2449,ROONEY,13527,9.111583187862005e-05,0.06557006323500704
2448,LIMA,13539,9.119666206879847e-05,0.06566125989707584
2447,RENNER,13547,9.125054886225074e-05,0.06575251044593809
2446,HUMPHREYS,13548,9.125728471143228e-05,0.06584376773064952
2445,BRANHAM,13550,9.127075640979535e-05,0.06593503848705932
2444,GRAF,13558,9.132464320324763e-05,0.06602636313026257
2443,GRIFFITHS,13563,9.13583224491553e-05,0.06611772145271172
2442,THARP,13578,9.145936018687832e-05,0.0662091808128986
2441,GUNDERSON,13583,9.1493039432786e-05,0.06630067385233139
2440,CHANCE,13586,9.15132469803306e-05,0.06639218709931172
2439,SALCEDO,13593,9.156039792460135e-05,0.06648374749723632
2438,KRUGER,13599,9.160081301969056e-05,0.06657534831025601
2437,LUTHER,13601,9.161428471805363e-05,0.06666696259497407
2436,RECTOR,13609,9.16681715115059e-05,0.06675863076648557
2435,MCCLELLAND,13610,9.167490736068743e-05,0.06685030567384626
2434,HWANG,13610,9.167490736068743e-05,0.06694198058120694
2433,HERRINGTON,13628,9.179615264595505e-05,0.0670337767338529
2431,FOY,13630,9.180962434431812e-05,0.06712558635819722
2432,UPTON,13630,9.180962434431812e-05,0.06721739598254155
2430,COLES,13641,9.188371868531501e-05,0.06730927970122687
2429,CROUSE,13654,9.197128472467497e-05,0.06740125098595154
2428,HANDY,13655,9.19780205738565e-05,0.0674932290065254
2427,LINTON,13660,9.201169981976417e-05,0.06758524070634515
2426,HITCHCOCK,13664,9.203864321649031e-05,0.06767727934956165
2425,MINTON,13667,9.205885076403491e-05,0.06776933820032569
2424,HEATON,13700,9.228113378702556e-05,0.06786161933411271
2423,FAIRCHILD,13700,9.228113378702556e-05,0.06795390046789973
2422,REA,13708,9.233502058047784e-05,0.06804623548848021
2421,WINSLOW,13713,9.23686998263855e-05,0.0681386041883066
2420,VANHORN,13716,9.238890737393011e-05,0.06823099309568052
2419,STRAUSS,13719,9.240911492147471e-05,0.068323402210602
2418,TRAHAN,13733,9.250341681001621e-05,0.06841590562741201
2417,FOSS,13737,9.253036020674235e-05,0.06850843598761876
2416,ECHOLS,13741,9.255730360346848e-05,0.06860099329122223
2415,HECK,13744,9.257751115101308e-05,0.06869357080237323
2414,CHAVIS,13744,9.257751115101308e-05,0.06878614831352424
2413,CREECH,13770,9.275264322973298e-05,0.06887890095675397
2412,ELAM,13776,9.279305832482219e-05,0.0689716940150788
2411,DAIGLE,13784,9.284694511827447e-05,0.06906454096019707
2410,ESTEP,13793,9.290756776090828e-05,0.06915744852795798
2409,HAMBY,13802,9.29681904035421e-05,0.06925041671836152
2408,DELOSSANTOS,13802,9.29681904035421e-05,0.06934338490876506
2407,ROWAN,13803,9.297492625272363e-05,0.06943635983501778
2406,WEINSTEIN,13809,9.301534134781284e-05,0.0695293751763656
2405,WILES,13810,9.302207719699438e-05,0.06962239725356259
2404,SATTERFIELD,13824,9.311637908553586e-05,0.06971551363264812
2403,DEATON,13829,9.315005833144353e-05,0.06980866369097956
2401,KILPATRICK,13832,9.317026587898814e-05,0.06990183395685855
2402,LOMBARDI,13832,9.317026587898814e-05,0.06999500422273754
2400,CRESPO,13835,9.319047342653274e-05,0.07008819469616406
2399,STARNES,13844,9.325109606916656e-05,0.07018144579223323
2398,DIAS,13847,9.327130361671115e-05,0.07027471709584994
2397,BAUGHMAN,13847,9.327130361671115e-05,0.07036798839946665
2396,KELSEY,13849,9.328477531507422e-05,0.07046127317478172
2395,EARLY,13855,9.332519041016343e-05,0.07055459836519189
2394,VIDAL,13867,9.340602060034186e-05,0.07064800438579223
2393,PFEIFFER,13870,9.342622814788646e-05,0.07074143061394012
2392,WHITTEN,13876,9.346664324297566e-05,0.07083489725718309
2391,LAWS,13891,9.356768098069869e-05,0.0709284649381638
2390,DYKES,13891,9.356768098069869e-05,0.0710220326191445
2389,MCDONNELL,13892,9.357441682988022e-05,0.07111560703597437
2388,BLACKMAN,13897,9.36080960757879e-05,0.07120921513205015
2387,STATON,13898,9.361483192496943e-05,0.07130282996397512
2386,GRUBER,13903,9.36485111708771e-05,0.07139647847514599
2385,YAZZIE,13915,9.372934136105552e-05,0.07149020781650704
2384,MAIER,13929,9.3823643249597e-05,0.07158403145975664
2383,CHATMAN,13935,9.386405834468621e-05,0.07167789551810133
2382,POLANCO,13938,9.388426589223082e-05,0.07177177978399356
2381,DAWKINS,13940,9.38977375905939e-05,0.07186567752158415
2380,RAPP,13951,9.397183193159077e-05,0.07195964935351574
2379,SQUIRES,13969,9.409307721685839e-05,0.0720537424307326
2378,MUHAMMAD,13972,9.4113284764403e-05,0.072147855715497
2377,DASILVA,13978,9.415369985949221e-05,0.0722420094153565
2376,CLOUD,13985,9.420085080376294e-05,0.07233621026616026
2375,JACK,13990,9.423453004967062e-05,0.07243044479620993
2374,SALTER,13991,9.424126589885215e-05,0.07252468606210878
2373,SHELLEY,13995,9.426820929557829e-05,0.07261895427140436
2372,CLEMENS,13995,9.426820929557829e-05,0.07271322248069993
2371,IRVING,13997,9.428168099394136e-05,0.07280750416169388
2370,ZARATE,14000,9.430188854148597e-05,0.07290180605023536
2369,RYDER,14004,9.432883193821211e-05,0.07299613488217357
2368,KNOTT,14008,9.435577533493825e-05,0.07309049065750851
2367,VICK,14009,9.436251118411979e-05,0.07318485316869264
2366,WELDON,14025,9.447028477102434e-05,0.07327932345346366
2365,PEDERSON,14030,9.450396401693201e-05,0.0733738274174806
2364,ESCALANTE,14032,9.451743571529508e-05,0.0734683448531959
2363,DURBIN,14034,9.453090741365815e-05,0.07356287576060955
2362,WORTHINGTON,14038,9.455785081038429e-05,0.07365743361141994
2361,OGLE,14050,9.46386810005627e-05,0.0737520722924205
2360,ARNDT,14052,9.465215269892577e-05,0.07384672444511943
2359,WAKEFIELD,14058,9.469256779401498e-05,0.07394141701291344
2358,MAYBERRY,14060,9.470603949237805e-05,0.07403612305240583
2357,PARNELL,14069,9.476666213501187e-05,0.07413088971454083
2356,MCMAHAN,14071,9.478013383337494e-05,0.07422566984837421
2355,BOWSER,14071,9.478013383337494e-05,0.07432044998220759
2354,ROARK,14073,9.4793605531738e-05,0.07441524358773932
2353,DENT,14082,9.485422817437182e-05,0.0745100978159137
2352,LIANG,14095,9.494179421373177e-05,0.07460503961012743
2351,STODDARD,14096,9.494853006291331e-05,0.07469998814019034
2350,DOVE,14106,9.501588855472865e-05,0.07479500402874507
2349,BURDICK,14131,9.518428478426701e-05,0.07489018831352934
2348,BAUMANN,14131,9.518428478426701e-05,0.0749853725983136
2347,DENNISON,14132,9.519102063344855e-05,0.07508056361894705
2346,PULIDO,14151,9.531900176789772e-05,0.07517588262071495
2345,GODINEZ,14152,9.532573761707925e-05,0.07527120835833204
2344,LUNDY,14158,9.536615271216845e-05,0.0753665745110442
2343,CARNES,14158,9.536615271216845e-05,0.07546194066375636
2342,RUDD,14167,9.542677535480227e-05,0.07555736743911116
2341,IRELAND,14168,9.54335112039838e-05,0.07565280095031515
2340,ALANIZ,14169,9.544024705316534e-05,0.07574824119736832
2339,STUMP,14171,9.545371875152841e-05,0.07584369491611985
2338,SOUSA,14183,9.553454894170683e-05,0.07593922946506156
2337,BARBOUR,14188,9.556822818761449e-05,0.07603479769324917
2336,KAMINSKI,14190,9.558169988597756e-05,0.07613037939313515
2335,LAWLER,14194,9.56086432827037e-05,0.07622598803641785
2334,FOURNIER,14221,9.579051121060514e-05,0.07632177854762845
2333,WAY,14222,9.579724705978668e-05,0.07641757579468823
2332,COUGHLIN,14226,9.582419045651282e-05,0.07651339998514474
2331,MULLIGAN,14229,9.584439800405742e-05,0.0766092443831488
2330,NEWCOMB,14230,9.585113385323896e-05,0.07670509551700204
2329,KEARNS,14234,9.58780772499651e-05,0.076800973594252
2328,DOUGLASS,14236,9.589154894832817e-05,0.07689686514320034
2327,HARMAN,14237,9.58982847975097e-05,0.07699276342799785
2326,PARISH,14250,9.598585083686965e-05,0.07708874927883472
2325,BANUELOS,14260,9.6053209328685e-05,0.0771848024881634
2324,NAGEL,14270,9.612056782050034e-05,0.0772809230559839
2323,BLISS,14273,9.614077536804494e-05,0.07737706383135194
2322,CROOK,14279,9.618119046313415e-05,0.07747324502181507
2321,BARTH,14283,9.62081338598603e-05,0.07756945315567493
2320,ALLEY,14285,9.622160555822337e-05,0.07766567476123315
2319,REARDON,14287,9.623507725658644e-05,0.07776190983848974
2318,HINDS,14291,9.626202065331258e-05,0.07785817185914305
2317,STCLAIR,14296,9.629569989922024e-05,0.07795446755904227
2316,MENA,14299,9.631590744676485e-05,0.07805078346648904
2315,LIND,14302,9.633611499430945e-05,0.07814711958148335
2314,LOOMIS,14311,9.639673763694327e-05,0.0782435163191203
2313,GALVEZ,14311,9.639673763694327e-05,0.07833991305675725
2312,OSWALD,14332,9.653819046975549e-05,0.07843645124722701
2311,PALMA,14339,9.658534141402624e-05,0.07853303658864104
2310,OLIVEIRA,14341,9.659881311238931e-05,0.07862963540175343
2309,MEEHAN,14348,9.664596405666004e-05,0.07872628136581009
2308,PRIEST,14350,9.665943575502311e-05,0.07882294080156511
2307,GUILLORY,14351,9.666617160420465e-05,0.07891960697316931
2306,MARION,14364,9.675373764356461e-05,0.07901636071081287
2305,ISAACS,14379,9.685477538128762e-05,0.07911321548619417
2304,FERNANDES,14385,9.689519047637683e-05,0.07921011067667054
2303,HIGGINBOTHAM,14404,9.7023171610826e-05,0.07930713384828136
2302,MICHAUD,14408,9.705011500755213e-05,0.07940418396328891
2301,STEARNS,14444,9.729260557808738e-05,0.079501476568867
2300,FARRAR,14451,9.733975652235813e-05,0.07959881632538936
2299,DEMARCO,14463,9.742058671253654e-05,0.0796962369121019
2298,REAVES,14465,9.743405841089961e-05,0.07979367097051279
2297,KITCHEN,14478,9.752162445025956e-05,0.07989119259496305
2296,STARKEY,14483,9.755530369616724e-05,0.07998874789865922
2295,VALLEJO,14484,9.756203954534877e-05,0.08008630993820456
2294,LORENZ,14501,9.767654898143486e-05,0.080183986487186
2293,TOLEDO,14514,9.776411502079482e-05,0.0802817506022068
2292,KUMAR,14517,9.778432256833941e-05,0.08037953492477513
2291,LO,14534,9.789883200442551e-05,0.08047743375677956
2290,SKELTON,14542,9.795271879787779e-05,0.08057538647557744
2289,CAVAZOS,14543,9.795945464705931e-05,0.0806733459302245
2288,MEEK,14549,9.799986974214852e-05,0.08077134579996666
2287,CONN,14553,9.802681313887466e-05,0.08086937261310553
2286,WAGGONER,14556,9.804702068641927e-05,0.08096741963379195
2285,GANNON,14565,9.810764332905309e-05,0.081065527277121
2284,MCKINNON,14566,9.811437917823462e-05,0.08116364165629925
2283,KAHN,14570,9.814132257496076e-05,0.08126178297887421
2282,LEMON,14573,9.816153012250537e-05,0.08135994450899671
2281,STRANGE,14582,9.822215276513917e-05,0.08145816666176185
2280,CHESTER,14595,9.830971880449913e-05,0.08155647638056635
2279,VANN,14602,9.835686974876986e-05,0.08165483325031511
2278,DOBBINS,14615,9.844443578812982e-05,0.08175327768610324
2277,DOW,14622,9.849158673240056e-05,0.08185176927283565
2276,JULIAN,14625,9.851179427994517e-05,0.08195028106711559
2275,CASAS,14635,9.857915277176051e-05,0.08204886021988735
2274,BARGER,14635,9.857915277176051e-05,0.0821474393726591
2273,BOLES,14644,9.863977541439433e-05,0.0822460791480735
2272,MATTINGLY,14661,9.875428485048041e-05,0.08234483343292398
2271,UNGER,14668,9.880143579475116e-05,0.08244363486871874
2270,VENEGAS,14677,9.886205843738497e-05,0.08254249692715612
2269,HEARN,14680,9.888226598492958e-05,0.08264137919314105
2267,ARANDA,14683,9.890247353247417e-05,0.08274028166667352
2268,FLINT,14683,9.890247353247417e-05,0.082839184140206
2266,SCHULER,14695,9.898330372265259e-05,0.08293816744392865
2265,BARTHOLOMEW,14696,9.899003957183413e-05,0.08303715748350049
2264,VALENTIN,14720,9.915169995219096e-05,0.08313630918345268
2263,ROYAL,14739,9.927968108664013e-05,0.08323558886453931
2262,GRUBB,14740,9.928641693582165e-05,0.08333487528147514
2261,BRITO,14740,9.928641693582165e-05,0.08343416169841096
2260,ROWLEY,14760,9.942113391945235e-05,0.08353358283233041
2259,GERMAN,14769,9.948175656208616e-05,0.0836330645888925
2258,PRIETO,14786,9.959626599817226e-05,0.08373266085489067
2257,NUNN,14792,9.963668109326147e-05,0.08383229753598394
2256,WRAY,14812,9.977139807689216e-05,0.08393206893406083
2255,BEEBE,14813,9.977813392607369e-05,0.0840318470679869
2254,TINSLEY,14834,9.991958675888592e-05,0.08413176665474578
2253,HSU,14838,9.994653015561206e-05,0.0842317131849014
2252,BURR,14839,9.995326600479359e-05,0.08433166645090619
2251,WAGONER,14841,9.996673770315666e-05,0.08443163318860934
2250,LONGORIA,14843,9.998020940151974e-05,0.08453161339801087
2249,POWER,14846,0.00010000041694906434,0.08463161381495993
2248,ARCE,14855,0.00010006103959169815,0.08473167485455163
2247,LENTZ,14869,0.00010015534148023964,0.08483183019603187
2246,SHARMA,14870,0.00010016207732942117,0.08493199227336129
2245,WATT,14872,0.00010017554902778424,0.08503216782238908
2244,ARREOLA,14874,0.0001001890207261473,0.08513235684311522
2243,HUMMEL,14878,0.00010021596412287344,0.0852325728072381
2242,COLEY,14879,0.00010022269997205499,0.08533279550721015
2241,HAIRSTON,14891,0.0001003035301622334,0.08543309903737238
2240,OLIVA,14892,0.00010031026601141493,0.0855334093033838
2239,WILBURN,14899,0.00010035741695568568,0.08563376672033948
2237,CALL,14903,0.00010038436035241182,0.08573415108069189
2238,WEINER,14903,0.00010038436035241182,0.0858345354410443
2236,TORREZ,14904,0.00010039109620159334,0.0859349265372459
2235,AARON,14904,0.00010039109620159334,0.08603531763344749
2234,SHIPMAN,14917,0.0001004786622409533,0.08613579629568845
2233,THURSTON,14918,0.00010048539809013484,0.08623628169377859
2232,PATINO,14929,0.00010055949243113172,0.08633684118620973
2231,BROWER,14930,0.00010056622828031326,0.08643740741449003
2230,MAHAN,14937,0.000100613379224584,0.08653802079371462
2229,GENTILE,14938,0.00010062011507376553,0.08663864090878838
2228,ORELLANA,14943,0.0001006537943196732,0.08673929470310805
2227,SUN,14962,0.00010078177545412237,0.08684007647856218
2226,MCGREGOR,14969,0.0001008289263983931,0.08694090540496058
2225,PURDY,14987,0.00010095017168366074,0.08704185557664423
2224,FAY,14992,0.0001009838509295684,0.0871428394275738
2223,CARBAJAL,14993,0.00010099058677874995,0.08724383001435254
2222,BOSTON,15003,0.00010105794527056529,0.08734488795962311
2221,SEALS,15020,0.00010117245470665137,0.08744606041432977
2220,TALBOT,15027,0.00010121960565092212,0.08754728001998069
2219,RUFF,15035,0.0001012734924443744,0.08764855351242506
2218,DRIVER,15036,0.00010128022829355593,0.08774983374071862
2217,HAYWARD,15044,0.0001013341150870082,0.08785116785580563
2216,STAUFFER,15045,0.00010134085093618975,0.08795250870674182
2215,LEONE,15047,0.00010135432263455281,0.08805386302937637
2214,BURK,15048,0.00010136105848373434,0.08815522408786011
2213,TABOR,15058,0.0001014284169755497,0.08825665250483566
2212,MONAHAN,15058,0.0001014284169755497,0.08835808092181122
2211,PYLE,15066,0.00010148230376900198,0.08845956322558021
2210,LEDESMA,15077,0.00010155639810999885,0.0885611196236902
2209,CUTLER,15087,0.0001016237566018142,0.08866274338029202
2208,NEGRON,15090,0.00010164396414935881,0.08876438734444138
2207,HOUGH,15090,0.00010164396414935881,0.08886603130859073
2206,BRUNNER,15105,0.00010174500188708182,0.08896777631047782
2205,KERNS,15113,0.0001017988886805341,0.08906957519915835
2204,GAMBOA,15117,0.00010182583207726024,0.08917140103123561
2203,MCCLOUD,15125,0.00010187971887071253,0.08927328075010632
2202,LEARY,15127,0.0001018931905690756,0.0893751739406754
2201,WHITMORE,15135,0.00010194707736252787,0.08947712101803793
2200,CRAVEN,15149,0.00010204137925106936,0.089579162397289
2199,GODDARD,15157,0.00010209526604452164,0.08968125766333351
2198,BECKMAN,15164,0.00010214241698879237,0.0897834000803223
2197,JOLLY,15166,0.00010215588868715544,0.08988555596900946
2196,GALE,15193,0.00010233775661505688,0.08998789372562452
2195,BYNUM,15204,0.00010241185095605377,0.09009030557658057
2194,DOZIER,15207,0.00010243205850359837,0.09019273763508417
2193,MOCK,15208,0.00010243879435277991,0.09029517642943695
